sep=;
Timestamp [us];Power measure [W]
58.000000;18;65;1;1175;945;0;893
1290.000000;18;65;1;1175;167;0;893
2410.000000;19;65;2;1175;167;0;800
3522.000000;18;65;3;1174;945;0;893
4634.000000;19;65;2;1173;945;0;893
5909.000000;19;65;2;1172;945;0;893
7024.000000;19;65;2;1172;945;0;893
8141.000000;19;65;1;1171;945;0;893
9244.000000;19;65;1;1170;945;0;893
10361.000000;19;65;1;1170;945;0;893
11486.000000;19;66;1;1169;945;0;893
12603.000000;19;66;1;1168;945;0;893
13909.000000;19;66;0;1167;945;0;893
15025.000000;19;66;0;1166;945;0;893
16142.000000;19;66;0;1166;945;0;893
17259.000000;19;66;0;1165;945;0;893
18377.000000;19;66;0;1164;945;0;893
19500.000000;19;66;0;1164;945;0;893
20617.000000;19;66;0;1163;945;0;893
21911.000000;19;65;0;1162;945;0;893
23028.000000;19;65;0;1161;945;0;893
24145.000000;19;65;0;1161;945;0;893
25261.000000;19;66;0;1160;945;0;893
26380.000000;19;66;0;1159;945;0;893
27496.000000;19;66;0;1159;945;0;893
28613.000000;19;66;0;1158;945;0;893
29913.000000;19;65;0;1157;945;0;893
31030.000000;19;65;0;1156;945;0;893
32147.000000;19;65;0;1156;945;0;893
33263.000000;19;66;0;1155;945;0;893
34380.000000;19;66;0;1155;945;0;893
35497.000000;19;66;0;1154;945;0;893
36614.000000;19;65;0;1153;945;0;893
37911.000000;19;65;0;1152;945;0;893
39028.000000;19;65;0;1152;945;0;893
40145.000000;19;65;0;1151;945;0;893
41262.000000;19;65;0;1150;945;0;893
42381.000000;19;65;0;1150;945;0;893
43498.000000;19;65;0;1149;945;0;893
44614.000000;19;65;0;1149;945;0;893
45914.000000;19;65;0;1147;945;0;893
47030.000000;19;65;0;1147;945;0;893
48147.000000;19;65;0;1146;945;0;893
49264.000000;19;65;0;1146;945;0;893
50381.000000;19;66;0;1145;945;0;893
51498.000000;19;66;0;1144;945;0;893
52615.000000;19;66;0;1144;945;0;893
53914.000000;19;66;0;1143;945;0;893
55030.000000;19;66;0;1142;945;0;893
56147.000000;19;66;0;1141;945;0;893
57265.000000;19;65;0;1141;945;0;893
58381.000000;19;65;0;1140;945;0;893
59498.000000;19;65;0;1140;945;0;893
60616.000000;19;65;0;1139;945;0;893
61913.000000;19;65;0;1138;945;0;893
63030.000000;19;65;0;1137;945;0;893
64146.000000;19;65;0;1137;945;0;893
65265.000000;19;66;0;1136;945;0;893
66382.000000;19;66;0;1136;945;0;893
67499.000000;19;66;0;1135;945;0;893
68616.000000;19;66;0;1134;945;0;893
69913.000000;19;66;0;1133;945;0;893
71029.000000;19;66;0;1133;945;0;893
72146.000000;19;66;0;1132;945;0;893
73265.000000;19;66;0;1132;945;0;893
74390.000000;19;66;0;1131;945;0;893
75507.000000;19;66;0;1131;945;0;893
76625.000000;19;66;0;1130;945;0;893
77913.000000;19;66;0;1129;945;0;893
79031.000000;19;66;0;1128;945;0;893
80148.000000;19;66;0;1128;945;0;893
81266.000000;19;66;0;1127;945;0;893
82391.000000;19;65;0;1127;945;0;893
83509.000000;19;65;0;1126;945;0;893
84625.000000;19;65;0;1125;945;0;893
85914.000000;19;65;0;1124;945;0;893
87030.000000;19;66;0;1124;945;0;893
88150.000000;19;66;0;1123;945;0;893
89267.000000;19;66;0;1123;945;0;893
90386.000000;19;66;0;1122;945;0;893
91503.000000;19;66;0;1122;945;0;893
92620.000000;19;66;0;1121;945;0;893
93916.000000;19;66;0;1120;945;0;893
95033.000000;19;66;0;1119;945;0;893
96150.000000;19;66;0;1119;945;0;893
97270.000000;19;66;0;1118;945;0;893
98387.000000;19;66;0;1118;945;0;893
99503.000000;19;66;0;1117;945;0;893
100619.000000;19;65;0;1117;945;0;893
101917.000000;19;65;0;1116;945;0;893
103035.000000;19;65;0;1115;945;0;893
104152.000000;19;65;0;1115;945;0;893
105270.000000;19;66;0;1114;945;0;893
106390.000000;19;66;0;1114;945;0;893
107508.000000;20;66;3;1113;945;0;893
108626.000000;20;66;3;1113;945;0;893
109917.000000;20;66;2;1111;945;0;893
111035.000000;20;66;2;1111;945;0;893
112143.000000;20;66;2;1110;945;0;893
113263.000000;20;66;2;1110;945;0;893
114382.000000;20;66;1;1109;945;0;893
115489.000000;20;66;1;1109;945;0;893
116609.000000;20;66;1;1108;945;0;893
117919.000000;19;66;1;1107;945;0;893
119037.000000;19;66;1;1107;945;0;893
120140.000000;20;66;1;1106;945;0;893
121247.000000;20;66;0;1106;945;0;893
122360.000000;20;66;0;1105;945;0;893
123478.000000;19;66;0;1105;945;0;893
124594.000000;19;66;0;1104;945;0;893
125919.000000;19;66;0;1103;945;0;893
127024.000000;19;66;0;1103;945;0;893
128129.000000;19;66;0;1102;945;0;893
129250.000000;19;66;0;1102;945;0;893
130365.000000;19;65;0;1101;945;0;893
131479.000000;19;65;0;1101;945;0;893
132592.000000;19;65;0;1100;945;0;893
133919.000000;19;65;0;1099;945;0;893
135035.000000;19;65;0;1099;945;0;893
136141.000000;19;65;0;1098;945;0;893
137266.000000;19;65;0;1098;945;0;893
138382.000000;19;65;0;1097;945;0;893
139499.000000;19;65;0;1097;945;0;893
140615.000000;19;65;0;1096;945;0;893
141919.000000;19;65;0;1095;945;0;893
143036.000000;19;65;0;1095;945;0;893
144155.000000;19;65;0;1094;945;0;893
145280.000000;19;65;0;1094;945;0;893
146398.000000;19;65;0;1093;945;0;893
147514.000000;19;65;0;1093;945;0;893
148632.000000;19;66;0;1092;945;0;893
149920.000000;19;66;0;1091;945;0;893
151037.000000;19;66;0;1091;945;0;893
152155.000000;19;66;0;1090;945;0;893
153279.000000;19;66;0;1090;945;0;893
154396.000000;19;66;0;1089;945;0;893
155513.000000;19;66;0;1089;945;0;893
156630.000000;19;66;0;1088;945;0;893
157919.000000;19;66;0;1087;945;0;893
159036.000000;19;66;0;1087;945;0;893
160153.000000;19;66;0;1087;945;0;893
161278.000000;19;66;0;1086;945;0;893
162395.000000;19;65;0;1086;945;0;893
163512.000000;19;65;0;1085;945;0;893
164629.000000;19;65;0;1085;945;0;893
165921.000000;19;65;0;1084;945;0;893
167038.000000;19;65;0;1083;945;0;893
168155.000000;19;65;0;1083;945;0;893
169271.000000;19;65;0;1082;945;0;893
170392.000000;19;65;0;1082;945;0;893
171508.000000;19;65;0;1081;945;0;893
172625.000000;19;65;0;1081;945;0;893
173922.000000;19;66;0;1080;945;0;893
175040.000000;19;66;0;1080;945;0;893
176157.000000;19;66;0;1079;945;0;893
177273.000000;19;66;0;1079;945;0;893
178391.000000;19;66;0;1078;945;0;893
179507.000000;19;66;0;1078;945;0;893
180624.000000;19;66;0;1077;945;0;893
181922.000000;19;66;0;1076;945;0;893
183038.000000;19;66;0;1076;945;0;893
184156.000000;19;66;0;1075;945;0;893
185272.000000;19;66;0;1075;945;0;893
186389.000000;19;66;0;1074;945;0;893
187506.000000;19;66;0;1074;945;0;893
188624.000000;19;66;0;1074;945;0;893
189923.000000;19;66;0;1073;945;0;893
191042.000000;19;66;0;1072;945;0;893
192160.000000;19;66;0;1072;945;0;893
193277.000000;19;66;0;1071;945;0;893
194395.000000;19;66;0;1071;945;0;893
195511.000000;19;66;0;1070;945;0;893
196628.000000;19;66;0;1070;945;0;893
197922.000000;19;66;0;1069;945;0;893
199038.000000;19;65;0;1069;945;0;893
200164.000000;19;65;0;1068;945;0;893
201281.000000;19;65;0;1068;945;0;893
202398.000000;19;66;0;1067;945;0;893
203515.000000;19;66;0;1067;945;0;893
204632.000000;19;66;0;1067;945;0;893
205923.000000;19;66;0;1066;945;0;893
207041.000000;19;66;0;1065;945;0;893
208159.000000;19;66;0;1065;945;0;893
209263.000000;19;66;0;1064;945;0;893
210382.000000;19;65;0;1064;945;0;893
211510.000000;19;65;0;1064;945;0;893
212629.000000;19;65;0;1063;945;0;893
213923.000000;19;65;0;1062;945;0;893
215042.000000;19;65;0;1062;945;0;893
216159.000000;19;65;0;1061;945;0;893
217277.000000;19;65;0;1061;945;0;893
218395.000000;19;65;0;1061;945;0;893
219513.000000;19;65;0;1060;945;0;893
220631.000000;19;65;0;1060;945;0;893
221923.000000;19;65;0;1059;945;0;893
223070.000000;19;65;0;1058;945;0;893
224203.000000;19;65;0;1058;945;0;893
225333.000000;19;66;0;1058;945;0;893
226461.000000;19;66;0;1057;945;0;893
227590.000000;19;66;0;1057;945;0;893
228931.000000;19;66;0;1056;945;0;893
230071.000000;19;66;0;1056;945;0;893
231206.000000;19;66;0;1055;945;0;893
232333.000000;19;66;0;1055;945;0;893
233464.000000;19;66;0;1054;945;0;893
234596.000000;19;66;0;1054;945;0;893
235932.000000;19;66;0;1053;945;0;893
237084.000000;19;66;0;1053;945;0;893
238224.000000;19;66;0;1052;945;0;893
239361.000000;19;66;0;1052;945;0;893
240501.000000;19;66;0;1051;945;0;893
241638.000000;19;66;0;1051;945;0;893
242934.000000;19;65;0;1050;945;0;893
244083.000000;19;65;0;1050;945;0;893
245219.000000;19;65;0;1049;945;0;893
246358.000000;19;65;0;1049;945;0;893
247497.000000;19;66;0;1049;945;0;893
248641.000000;19;66;0;1048;945;0;893
249932.000000;19;66;0;1047;945;0;893
251067.000000;19;66;0;1047;945;0;893
252202.000000;19;66;0;1047;945;0;893
253336.000000;19;66;0;1046;945;0;893
254471.000000;19;66;0;1046;945;0;893
255609.000000;19;66;0;1045;945;0;893
256937.000000;19;66;0;1045;945;0;893
258097.000000;19;66;0;1044;945;0;893
259237.000000;19;66;0;1044;945;0;893
260372.000000;19;66;0;1044;945;0;893
261509.000000;19;66;0;1043;945;0;893
262643.000000;19;66;0;1043;945;0;893
263934.000000;19;66;0;1042;945;0;893
265083.000000;19;66;0;1042;945;0;893
266217.000000;19;66;0;1041;945;0;893
267362.000000;19;66;0;1041;945;0;893
268498.000000;19;66;0;1040;945;0;893
269630.000000;19;66;0;1040;945;0;893
270935.000000;19;66;0;1039;945;0;893
272070.000000;19;66;0;1039;945;0;893
273200.000000;19;66;0;1039;945;0;893
274335.000000;19;66;0;1038;945;0;893
275473.000000;19;66;0;1038;945;0;893
276614.000000;19;66;0;1037;945;0;893
277933.000000;19;66;0;1037;945;0;893
279070.000000;19;65;0;1036;945;0;893
280206.000000;19;65;0;1036;945;0;893
281344.000000;19;65;0;1036;945;0;893
282485.000000;19;65;0;1035;945;0;893
283623.000000;19;66;0;1035;945;0;893
284934.000000;19;66;0;1034;945;0;893
286091.000000;19;66;0;1034;945;0;893
287232.000000;19;66;0;1033;945;0;893
288373.000000;19;66;0;1033;945;0;893
289512.000000;19;66;0;1033;945;0;893
290652.000000;19;66;0;1032;945;0;893
291935.000000;19;66;0;1031;945;0;893
293071.000000;19;66;0;1031;945;0;893
294212.000000;19;66;0;1031;945;0;893
295350.000000;19;66;0;1030;945;0;893
296487.000000;19;66;0;1030;945;0;893
297624.000000;19;65;0;1030;945;0;893
298936.000000;19;65;0;1029;945;0;893
300073.000000;19;65;0;1029;945;0;893
